127.0.0.1 - - [14/May/2019:14:09:15 +0000] "POST /wp-cron.php?doing_wp_cron=1557842955.5462920665740966796875 HTTP/1.0" 200 0 "http://mythoughts.local/wp-cron.php?doing_wp_cron=1557842955.5462920665740966796875" "WordPress/5.2; http://mythoughts.local"
127.0.0.1 - - [14/May/2019:14:09:15 +0000] "GET /2019/05/14/hello-world/ HTTP/1.0" 200 17873 "http://mythoughts.local/2019/05/14/hello-world/" "WordPress/5.2; http://mythoughts.local"
127.0.0.1 - - [14/May/2019:14:10:31 +0000] "GET /wp-admin/load-scripts.php?c=0&load%5B%5D=hoverIntent,common,admin-bar,wp-ajax-response,jquery-color,wp-lists,quicktags,jquery-query,admin-comments,jquery-ui-core,jquery-&load%5B%5D=ui-widget,jquery-ui-mouse,jquery-ui-sortable,postbox,underscore,wp-util,wp-a11y,dashboard,thickbox,plugin-install,updates,shortc&load%5B%5D=ode,media-upload,svg-painter&ver=5.2 HTTP/1.0" 200 201161 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:31 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=1&_ajax_nonce=4e7f75f56f&1557843026779 HTTP/1.0" 200 1114 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:31 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:31 +0000] "POST /wp-cron.php?doing_wp_cron=1557843031.7202379703521728515625 HTTP/1.0" 200 0 "http://mythoughts.local/wp-cron.php?doing_wp_cron=1557843031.7202379703521728515625" "WordPress/5.2; http://mythoughts.local"
127.0.0.1 - - [14/May/2019:14:10:32 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=2&_ajax_nonce=4e7f75f56f&1557843027102 HTTP/1.0" 200 572 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:32 +0000] "GET /wp-admin/admin-ajax.php?action=wp-compression-test&test=yes&_ajax_nonce=4e7f75f56f&1557843027331 HTTP/1.0" 200 1 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:32 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1437 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:10:33 +0000] "GET /wp-admin/admin-ajax.php?action=dashboard-widgets&widget=dashboard_primary&pagenow=dashboard HTTP/1.0" 200 885 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:11:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:13:19 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:14:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:15:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:16:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:17:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:18:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:19:19 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:19:26 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:19:28 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 1 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:19:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:20:39 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:21:45 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:21:47 +0000] "GET / HTTP/1.0" 200 10924 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:21:48 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://8f16b5ef.ngrok.io/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:22:45 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:23:45 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:15 +0000] "GET /local-adminer-oMG2z4VQo.php?username&db=local HTTP/1.0" 200 29928 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:15 +0000] "GET /local-adminer-oMG2z4VQo.php?file=default.css&version=4.4.0&driver=mysql HTTP/1.0" 200 6565 "http://mythoughts.local/local-adminer-oMG2z4VQo.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:15 +0000] "GET /local-adminer-oMG2z4VQo.php?file=functions.js&version=4.4.0&driver=mysql HTTP/1.0" 200 24538 "http://mythoughts.local/local-adminer-oMG2z4VQo.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:15 +0000] "GET /local-adminer-oMG2z4VQo.php?file=jush.js&version=4.4.0&driver=mysql HTTP/1.0" 200 44493 "http://mythoughts.local/local-adminer-oMG2z4VQo.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:15 +0000] "GET /local-adminer-oMG2z4VQo.php?username=&db=local&script=db HTTP/1.0" 200 3623 "http://mythoughts.local/local-adminer-oMG2z4VQo.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:24:16 +0000] "GET /local-adminer-oMG2z4VQo.php?file=favicon.ico&version=4.4.0&driver=mysql HTTP/1.0" 200 318 "http://mythoughts.local/local-adminer-oMG2z4VQo.php?username&db=local" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:28:23 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:30:24 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:32:01 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:33:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:35:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:37:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:39:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:41:02 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:13 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:15 +0000] "GET /wp-admin/tools.php HTTP/1.0" 200 23990 "http://mythoughts.local/wp-admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:15 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=jquery-core,jquery-migrate,utils&ver=5.2 HTTP/1.0" 200 109102 "http://mythoughts.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:15 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,svg-painter&ver=5.2 HTTP/1.0" 200 29247 "http://mythoughts.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:16 +0000] "GET /wp-admin/load-styles.php?c=1&dir=ltr&load%5B%5D=dashicons,admin-bar,common,forms,admin-menu,dashboard,list-tables,edit,revisions,media,themes,about,nav-menus,wp-pointer,widgets&load%5B%5D=,site-icon,l10n,buttons,wp-auth-check&ver=5.2 HTTP/1.0" 200 340567 "http://mythoughts.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:16 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://mythoughts.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:19 +0000] "GET /wp-admin/import.php HTTP/1.0" 200 35916 "http://mythoughts.local/wp-admin/tools.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:19 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,thickbox,jquery-ui-core,plugin-install,underscore,wp-util,wp-a11y,updates,svg-painter&ver=5.2 HTTP/1.0" 200 102495 "http://mythoughts.local/wp-admin/import.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:19 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://mythoughts.local/wp-admin/import.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:33 +0000] "GET /wp-admin/plugin-install.php?tab=search&type=tag&s=importer HTTP/1.0" 200 118855 "http://mythoughts.local/wp-admin/import.php" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:33 +0000] "GET /wp-admin/load-scripts.php?c=1&load%5B%5D=hoverIntent,common,admin-bar,jquery-ui-core,thickbox,plugin-install,underscore,wp-util,wp-a11y,updates,svg-painter&ver=5.2 HTTP/1.0" 200 102495 "http://mythoughts.local/wp-admin/plugin-install.php?tab=search&type=tag&s=importer" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:50:33 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://mythoughts.local/wp-admin/plugin-install.php?tab=search&type=tag&s=importer" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:51:30 +0000] "GET /favicon.ico HTTP/1.0" 200 0 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:51:31 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 90054 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:51:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:52:36 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:53:19 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 230 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:54:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:56:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:14:58:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:00:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:01:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:03:33 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:04:34 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:06:18 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:07:18 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:08:19 +0000] "POST /wp-admin/admin-ajax.php HTTP/1.0" 200 47 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:08:36 +0000] "GET /wp-admin/plugins.php?_wpnonce=75273e860b&action=activate&plugin=jetpack/jetpack.php HTTP/1.0" 302 0 "http://mythoughts.local/wp-admin/plugin-install.php?s=jetpack&tab=search&type=tag" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.131 Safari/537.36"
127.0.0.1 - - [14/May/2019:15:08:36 +0000] "POST /wp-cron.php?doing_wp_cron=1557846516.1685359477996826171875 HTTP/1.0" 200 0 "http://mythoughts.local/wp-cron.php?doing_wp_cron=1557846516.1685359477996826171875" "WordPress/5.2; http://mythoughts.local"
